0,0.488235,63.0803,356.992,-637.234
2,1.29252,39.6377,64.1817,3240.81
2,0.422443,42.1854,64.2001,3269.61
2,0.417604,42.166,70.0206,3143.38
3,1.01595,51.1024,109.838,-3603.27
3,0.553103,53.3415,120.971,-3767.78
3,0.267183,58.0739,115.866,-3889.89
3,0.190044,55.7552,109.88,-4024.51
4,1.27289,44.5301,177.103,-4125
4,0.82992,46.7922,182.956,-3985.61
5,0.903413,44.5284,351.719,-3185.29
5,0.651216,42.3031,357.099,-3691.51
5,0.526326,42.2971,345.93,-3547.2
6,1.09438,32.5079,307.094,-1685.74
6,0.775735,34.8647,307.061,-1788.78
6,0.258646,34.8451,301.248,-2067.48
9,1.26537,60.5628,104.594,-2174.73
9,0.532329,58.0439,104.641,-2162.93
9,0.253942,65.6173,104.613,-2079.97
11,1.39742,48.8675,205.404,3156.03
11,0.407624,46.7653,210.58,3104.05
11,0.261357,48.8593,210.5,3086.2
12,1.28599,68.1952,205.382,-2136.28
12,0.431747,70.9427,199.364,-2015.7
12,0.375353,73.502,199.329,-2015.18
17,0.572467,53.408,205.355,2145.95
17,0.555549,51.2137,205.272,2546.22
27,0.952915,29.7448,50.3521,4103.61
27,0.434082,32.5251,227.536,3619.02
33,0.891025,63.0308,132.251,-3631.96
33,0.770405,65.6776,132.289,-3789.79
33,0.548189,60.6439,138.228,-3813.19
34,1.39768,70.8487,81.3877,1545.59
34,0.361361,73.412,86.58,1559.69
35,1.05948,34.7604,98.8139,661.95
35,1.05788,37.2878,104.619,425.833
38,1.12208,81.8469,8.22683,2250.21
38,0.506412,84.5079,8.20962,2430.2
39,2.12472,70.9185,138.264,2202.74
40,1.2108,60.6056,301.109,2762.73
40,0.881784,58.0866,301.023,2501.72
41,1.67736,60.5621,75.4084,-3978.45
41,0.388647,60.5461,81.3428,-3896.66
43,1.29784,29.8,39.0122,2928.44
43,0.820651,32.5561,36.362,2675.41
49,0.616926,78.9135,244.172,-1062.38
50,1.538,68.1565,232.912,1088.78
50,0.538128,65.6551,238.919,1336.39
52,1.45202,60.5303,86.6467,-1710.98
52,0.570866,60.5461,81.3428,-1324.22
53,1.52734,44.5023,30.6278,3336.88
53,0.589095,42.2743,30.6144,3576.72
54,0.986253,58.143,30.5274,3269.5
55,1.71197,68.135,64.1234,-1159.44
55,0.461599,44.5284,351.719,-1124.05
57,1.76591,73.4317,75.3415,1348.88
57,0.263882,76.2751,70.1068,1685.42
62,0.756178,76.3043,227.683,2584.71
63,1.27284,73.4504,64.1167,116.193
63,0.821147,76.2906,58.8889,231.988
65,2.10677,60.6839,351.777,2594
66,1.53399,55.7065,93.3435,-2920.71
66,0.454826,55.7063,86.6574,-3240.68
66,0.113902,58.0124,93.4017,-3042.43
67,0.262859,68.2065,8.15679,1775.32
69,1.13097,37.3078,110.011,-3520.8
69,0.939246,39.6174,109.995,-3387.91
75,1.17042,73.5055,171.851,440.079
75,0.892887,73.5076,176.972,880.306
78,1.556,48.7955,121.007,746.975
78,0.351212,44.4503,126.982,914.791
78,0.208093,46.6992,121.105,998.161
79,1.25169,46.6294,81.3453,-972.829
79,0.91614,53.2754,81.3994,-1333.1
80,2.09523,76.3303,14.1221,838.789
83,0.863598,37.4487,165.937,-683.764
86,1.56073,37.4242,30.5868,3401.83
86,0.431854,48.849,36.5915,3645.02
91,1.37811,81.8339,221.778,3721.25
91,0.559457,78.9356,221.76,3571.05
98,2.06427,34.8451,301.248,-2331.14
100,1.71957,65.5896,273.375,1119.98
100,0.422378,68.0861,273.415,752.881
103,1.79226,48.7116,86.5674,2778.33
103,0.33612,46.6294,81.3453,2719.13
105,1.76861,34.7835,255.347,-1567.26
105,0.362521,34.7387,266.582,-1218.65
112,1.64566,73.4968,205.388,-3200.04
112,0.476376,73.4936,210.513,-2952.97
119,1.38256,42.3014,171.726,-1566.6
119,0.497466,39.7601,177.102,-1923.51
119,0.255894,37.4552,177.097,-1841.08
122,2.1872,27.279,163.363,96.3999
127,1.48707,73.482,221.704,2643.71
127,0.314652,76.3124,221.785,2385.43
127,0.24677,55.7063,86.6574,2466.73
127,0.119603,70.9099,227.732,2538.75
128,2.12424,68.1899,30.5199,675.485
135,1.70018,70.9197,41.7378,-3617.77
138,1.63126,37.4244,329.406,145.024
138,0.349166,34.9346,334.786,207.249
138,0.120851,34.9246,329.418,384.683
139,2.10023,55.74,284.582,873.124
